timestamp,latitude (dd),longitude (dd),altitude (m),ground speed (m/s),deltaTime (s),vertical speed (m/s),apparent velocity (m/s),,,,,,,,,,
10/18/2025 9:03,40.44597,-104.6334133,1488.9,2.94776412,1,2,3.562206242,,,,,,,,,,
10/18/2025 9:03,40.44595667,-104.6333833,1490.8,2.92204192,1,1.9,3.485445306,,,,,,,,,,
10/18/2025 9:03,40.44595667,-104.6333833,1492.6,2.92204192,1,1.8,3.431957019,,,,,,,,,,
10/18/2025 9:03,40.44592167,-104.6333267,1494.4,3.43648592,1,1.8,3.879360189,,,,,,,,,,
10/18/2025 9:03,40.44590333,-104.6332933,1496.2,3.56509692,1,1.8,3.993734599,,,,,,,,,,
10/18/2025 9:03,40.44588667,-104.6332567,1498.1,3.60625244,1,1.9,4.076157095,,,,,,,,,,
10/18/2025 9:03,40.44587,-104.6332183,1500.1,3.64226352,1,2,4.155247712,,,,,,,,,,
10/18/2025 9:03,40.44587,-104.6332183,1502,3.64226352,1,1.9,4.108051065,,,,,,,,,,
10/18/2025 9:03,40.44582667,-104.633145,1503.9,4.17728528,1,1.9,4.589086217,,,,,,,,,,
10/18/2025 9:03,40.44580167,-104.6331083,1505.7,4.20300748,1,1.8,4.572228327,,,,,,,,,,
10/18/2025 9:03,40.445775,-104.63307,1507.5,4.21329636,1,1.8,4.581688141,,,,,,,,,,
10/18/2025 9:03,40.44575167,-104.6330317,1509.4,4.0641076,1,1.9,4.486309239,,,,,,,,,,
10/18/2025 9:03,40.44575167,-104.6330317,1511.3,4.0641076,1,1.9,4.486309239,,,,,,,,,,
10/18/2025 9:03,40.44570167,-104.6329617,1513.1,3.986941,1,1.8,4.374436939,,,,,,,,,,
10/18/2025 9:03,40.44567667,-104.6329283,1515,4.13612976,1,1.9,4.551655676,,,,,,,,,,
10/18/2025 9:03,40.44565,-104.63289,1516.9,4.4499406,1,1.9,4.838591876,,,,,,,,,,
10/18/2025 9:03,40.445625,-104.6328467,1518.7,4.70201816,1,1.8,5.034776537,,,,,,,,,,
10/18/2025 9:03,40.445625,-104.6328467,1520.6,4.70201816,1,1.9,5.071387855,,,,,,,,,,
10/18/2025 9:03,40.44557667,-104.6327533,1522.6,4.61456268,1,2,5.029332831,,,,,,,,,,
10/18/2025 9:03,40.44555,-104.63271,1524.6,4.59398492,1,2,5.010458806,,,,,,,,,,
10/18/2025 9:03,40.44552333,-104.632665,1526.7,4.74831812,1,2.1,5.191967351,,,,,,,,,,
10/18/2025 9:03,40.44549333,-104.6326217,1528.7,4.93351796,1,2,5.323495042,,,,,,,,,,
10/18/2025 9:03,40.44549333,-104.6326217,1530.2,4.93351796,1,1.5,5.156510396,,,,,,,,,,
10/18/2025 9:03,40.44542167,-104.6325467,1531.5,5.36050648,1,1.3,5.515888842,,,,,,,,,,
10/18/2025 9:03,40.44537833,-104.6325117,1532.6,5.401662,1,1.1,5.512526858,,,,,,,,,,
10/18/2025 9:03,40.445335,-104.6324817,1533.6,5.401662,1,1,5.49344631,,,,,,,,,,
10/18/2025 9:03,40.44529333,-104.63245,1534.5,5.401662,1,0.9,5.476125671,,,,,,,,,,
10/18/2025 9:03,40.44529333,-104.63245,1535.7,5.401662,1,1.2,5.533349109,,,,,,,,,,
10/18/2025 9:03,40.44523167,-104.6323683,1536.8,5.35536204,1,1.1,5.467165864,,,,,,,,,,
10/18/2025 9:03,40.44519167,-104.6323267,1538,5.4788286,1,1.2,5.608704202,,,,,,,,,,
10/18/2025 9:03,40.44515167,-104.6322883,1539.2,5.273051,1,1.2,5.407870824,,,,,,,,,,
10/18/2025 9:03,40.44511333,-104.6322533,1540.3,5.2473288,1,1.1,5.361385971,,,,,,,,,,
10/18/2025 9:03,40.44511333,-104.6322533,1541.4,5.2473288,1,1.1,5.361385971,,,,,,,,,,
10/18/2025 9:03,40.44502667,-104.6321767,1542.5,5.75662836,1,1.1,5.860782377,,,,,,,,,,
10/18/2025 9:03,40.44498167,-104.632145,1543.5,5.97269484,1,1,6.05583055,,,,,,,,,,
10/18/2025 9:03,40.44493167,-104.6321067,1544.5,5.98812816,1,1,6.071052533,,,,,,,,,,
10/18/2025 9:03,40.44488167,-104.6320683,1545.6,5.90067268,1,1.1,6.002327722,,,,,,,,,,
10/18/2025 9:03,40.44488167,-104.6320683,1546.7,5.90067268,1,1.1,6.002327722,,,,,,,,,,
10/18/2025 9:03,40.44478833,-104.631995,1548,6.08587252,1,1.3,6.223169958,,,,,,,,,,
10/18/2025 9:03,40.44474,-104.6319583,1549.3,6.32251676,1,1.3,6.454782582,,,,,,,,,,
10/18/2025 9:03,40.44469,-104.6319217,1550.8,6.47170552,1,1.5,6.643265186,,,,,,,,,,
10/18/2025 9:03,40.44463833,-104.631885,1552.4,6.43055,1,1.6,6.626610997,,,,,,,,,,
10/18/2025 9:03,40.44463833,-104.631885,1553.9,6.43055,1,1.5,6.60317903,,,,,,,,,,
10/18/2025 9:03,40.44454833,-104.6318067,1555.5,5.8646616,1,1.6,6.079001208,,,,,,,,,,
10/18/2025 9:03,40.44450333,-104.6317667,1557.2,5.88009492,1,1.7,6.120908124,,,,,,,,,,
10/18/2025 9:03,40.444455,-104.63173,1558.9,6.31737232,1,1.7,6.542109219,,,,,,,,,,
10/18/2025 9:03,40.44440167,-104.6316967,1560.8,6.3276612,1,1.9,6.606761405,,,,,,,,,,
10/18/2025 9:03,40.44440167,-104.6316967,1562.6,6.3276612,1,1.8,6.578700195,,,,,,,,,,
10/18/2025 9:03,40.444295,-104.6316283,1564.4,6.0961614,1,1.8,6.356349881,,,,,,,,,,
10/18/2025 9:03,40.44424333,-104.631595,1566.4,6.20933908,1,2,6.523487703,,,,,,,,,,
10/18/2025 9:04,40.44419,-104.631565,1568.2,6.21448352,1,1.8,6.469915411,,,,,,,,,,
10/18/2025 9:04,40.44413667,-104.6315367,1570.2,6.21962796,1,2,6.533281868,,,,,,,,,,
10/18/2025 9:04,40.44413667,-104.6315367,1572.3,6.21962796,1,2.1,6.564584675,,,,,,,,,,
10/18/2025 9:04,40.44403,-104.631485,1574.2,5.9932726,1,1.9,6.287234405,,,,,,,,,,
10/18/2025 9:04,40.44398167,-104.6314567,1576.2,5.70003952,1,2,6.040732615,,,,,,,,,,
10/18/2025 9:04,40.443935,-104.63143,1578.2,5.5817174,1,2,5.929213197,,,,,,,,,,
10/18/2025 9:04,40.44388833,-104.631405,1580.2,5.74633948,1,2,6.0844406,,,,,,,,,,
10/18/2025 9:04,40.44388833,-104.631405,1582.2,5.74633948,1,2,6.0844406,,,,,,,,,,
10/18/2025 9:04,40.44378333,-104.6313533,1584.4,6.52314992,1,2.2,6.88414736,,,,,,,,,,
10/18/2025 9:04,40.44373,-104.6313183,1586.4,6.89869404,1,2,7.182755701,,,,,,,,,,
10/18/2025 9:04,40.44367167,-104.63128,1588.4,7.16620492,1,2,7.44006001,,,,,,,,,,
10/18/2025 9:04,40.44361,-104.6312467,1590.3,7.4337158,1,1.9,7.672687312,,,,,,,,,,
10/18/2025 9:04,40.44361,-104.6312467,1592.1,7.4337158,1,1.8,7.648537808,,,,,,,,,,
10/18/2025 9:04,40.44347833,-104.6312017,1593.6,7.45429356,1,1.5,7.603715702,,,,,,,,,,
10/18/2025 9:04,40.443415,-104.631175,1595.2,7.35140476,1,1.6,7.523506626,,,,,,,,,,
10/18/2025 9:04,40.44335333,-104.6311417,1596.9,7.45429356,1,1.7,7.645684566,,,,,,,,,,
10/18/2025 9:04,40.44328833,-104.63111,1598.7,7.66007116,1,1.8,7.868715917,,,,,,,,,,
10/18/2025 9:04,40.44328833,-104.63111,1600.4,7.66007116,1,1.7,7.846444429,,,,,,,,,,
10/18/2025 9:04,40.443155,-104.6310517,1602.3,8.03561528,1,1.9,8.257185533,,,,,,,,,,
10/18/2025 9:04,40.44308833,-104.6310167,1604.3,8.04590416,1,2,8.290752303,,,,,,,,,,
10/18/2025 9:04,40.44302167,-104.630975,1606.1,8.13335964,1,1.8,8.330158404,,,,,,,,,,
10/18/2025 9:04,40.442955,-104.6309367,1608,8.24139288,1,1.9,8.457573919,,,,,,,,,,
10/18/2025 9:04,40.442955,-104.6309367,1609.8,8.24139288,1,1.8,8.435671675,,,,,,,,,,
10/18/2025 9:04,40.44281,-104.6308783,1611.8,8.5912148,1,2,8.820939391,,,,,,,,,,
10/18/2025 9:04,40.44273667,-104.63085,1613.7,8.71468136,1,1.9,8.91939859,,,,,,,,,,
10/18/2025 9:04,40.44266167,-104.6308167,1615.5,8.86387012,1,1.8,9.044788196,,,,,,,,,,
10/18/2025 9:04,40.442585,-104.630785,1617.2,9.06450328,1,1.7,9.22253868,,,,,,,,,,
10/18/2025 9:04,40.442585,-104.630785,1618.8,9.06450328,1,1.6,9.204630341,,,,,,,,,,
10/18/2025 9:04,40.44242333,-104.630725,1620.5,9.43490296,1,1.7,9.586834403,,,,,,,,,,
10/18/2025 9:04,40.44234167,-104.6306917,1622.3,9.44519184,1,1.8,9.615178048,,,,,,,,,,
10/18/2025 9:04,40.44226,-104.6306583,1624.2,9.46062516,1,1.9,9.649529958,,,,,,,,,,
10/18/2025 9:04,40.44217667,-104.6306233,1626,9.4657696,1,1.8,9.635392785,,,,,,,,,,
10/18/2025 9:04,40.44217667,-104.6306233,1627.7,9.4657696,1,1.7,9.617213428,,,,,,,,,,
10/18/2025 9:04,40.44201,-104.630565,1629.3,9.73328048,1,1.6,9.86391144,,,,,,,,,,
10/18/2025 9:04,40.44192333,-104.6305383,1630.9,9.73328048,1,1.6,9.86391144,,,,,,,,,,
10/18/2025 9:04,40.44183833,-104.6305117,1632.2,9.63553612,1,1.3,9.722836845,,,,,,,,,,
10/18/2025 9:04,40.44175333,-104.6304817,1633.5,9.62524724,1,1.3,9.712640446,,,,,,,,,,
10/18/2025 9:04,40.44175333,-104.6304817,1634.8,9.62524724,1,1.3,9.712640446,,,,,,,,,,
10/18/2025 9:04,40.44158333,-104.6304233,1636,9.91333588,1,1.2,9.985701191,,,,,,,,,,
10/18/2025 9:04,40.44149667,-104.630395,1637.2,10.04194688,1,1.2,10.11339197,,,,,,,,,,
10/18/2025 9:04,40.44141,-104.6303633,1638.5,9.93391364,1,1.3,10.01861469,,,,,,,,,,
10/18/2025 9:04,40.441325,-104.63033,1639.7,9.93391364,1,1.2,10.00613013,,,,,,,,,,
10/18/2025 9:04,40.441325,-104.63033,1641,9.93391364,1,1.3,10.01861469,,,,,,,,,,
10/18/2025 9:04,40.44115167,-104.630265,1642.2,10.20142452,1,1.2,10.27176043,,,,,,,,,,
10/18/2025 9:04,40.44106167,-104.6302333,1643.4,10.35575772,1,1.2,10.42505242,,,,,,,,,,
10/18/2025 9:04,40.44097167,-104.6302017,1644.5,10.37119104,1,1.1,10.42936257,,,,,,,,,,
10/18/2025 9:04,40.44088,-104.6301683,1645.7,10.33517996,1,1.2,10.40461171,,,,,,,,,,
10/18/2025 9:04,40.44088,-104.6301683,1646.9,10.33517996,1,1.2,10.40461171,,,,,,,,,,
10/18/2025 9:04,40.440705,-104.6300983,1648.1,10.11911348,1,1.2,10.19001755,,,,,,,,,,
10/18/2025 9:04,40.44061667,-104.6300633,1649.4,10.03680244,1,1.3,10.12064243,,,,,,,,,,
10/18/2025 9:04,40.44053,-104.6300283,1650.7,10.03680244,1,1.3,10.12064243,,,,,,,,,,
10/18/2025 9:04,40.44044333,-104.6299917,1651.9,10.04194688,1,1.2,10.11339197,,,,,,,,,,
10/18/2025 9:04,40.44044333,-104.6299917,1653,10.04194688,1,1.1,10.10201451,,,,,,,,,,
10/18/2025 9:04,40.44027333,-104.629915,1654,10.031658,1,1,10.081377,,,,,,,,,,
10/18/2025 9:04,40.44018667,-104.6298767,1655,10.031658,1,1,10.081377,,,,,,,,,,
10/18/2025 9:04,40.4401,-104.6298383,1655.9,10.04194688,1,0.9,10.08219704,,,,,,,,,,
10/18/2025 9:04,40.440015,-104.6298,1656.8,10.1345468,1,0.9,10.17443064,,,,,,,,,,
10/18/2025 9:04,40.440015,-104.6298,1657.7,10.1345468,1,0.9,10.17443064,,,,,,,,,,
10/18/2025 9:04,40.43984167,-104.62972,1658.6,10.20656896,1,0.9,10.24617245,,,,,,,,,,
10/18/2025 9:04,40.439755,-104.6296783,1659.4,10.22714672,1,0.8,10.25838828,,,,,,,,,,
10/18/2025 9:05,40.43966667,-104.6296383,1660.2,10.24772448,1,0.8,10.27890349,,,,,,,,,,
10/18/2025 9:05,40.43957833,-104.6295983,1661,10.37633548,1,0.8,10.40712919,,,,,,,,,,
10/18/2025 9:05,40.43957833,-104.6295983,1661.8,10.37633548,1,0.8,10.40712919,,,,,,,,,,
10/18/2025 9:05,40.43939833,-104.6295167,1662.6,10.76216848,1,0.8,10.7918613,,,,,,,,,,
10/18/2025 9:05,40.439305,-104.629475,1663.4,10.8547684,1,0.8,10.88420861,,,,,,,,,,
10/18/2025 9:05,40.43921333,-104.6294333,1664.3,10.84447952,1,0.9,10.88176162,,,,,,,,,,
10/18/2025 9:05,40.43912,-104.629395,1665.2,10.87020172,1,0.9,10.90739591,,,,,,,,,,
10/18/2025 9:05,40.43912,-104.629395,1666.1,10.87020172,1,0.9,10.90739591,,,,,,,,,,
10/18/2025 9:05,40.43893167,-104.6293133,1666.9,11.01939048,1,0.8,11.04839203,,,,,,,,,,
10/18/2025 9:05,40.43883833,-104.6292717,1667.7,11.01424604,1,0.8,11.0432611,,,,,,,,,,
10/18/2025 9:05,40.438745,-104.6292283,1668.7,11.00395716,1,1,11.04930193,,,,,,,,,,
10/18/2025 9:05,40.43865167,-104.6291867,1669.8,10.91135724,1,1.1,10.96666389,,,,,,,,,,
10/18/2025 9:05,40.43865167,-104.6291867,1671,10.91135724,1,1.2,10.9771452,,,,,,,,,,
10/18/2025 9:05,40.43846833,-104.6291067,1672.3,10.61297972,1,1.3,10.69230277,,,,,,,,,,
10/18/2025 9:05,40.43837833,-104.6290667,1673.5,10.35575772,1,1.2,10.42505242,,,,,,,,,,
10/18/2025 9:05,40.43829167,-104.6290267,1674.7,10.18084676,1,1.2,10.25132385,,,,,,,,,,
10/18/2025 9:05,40.43820333,-104.62899,1675.9,10.26830224,1,1.2,10.33818315,,,,,,,,,,
10/18/2025 9:05,40.43820333,-104.62899,1677.1,10.26830224,1,1.2,10.33818315,,,,,,,,,,
10/18/2025 9:05,40.43802333,-104.62891,1678.4,10.79303512,1,1.3,10.87104443,,,,,,,,,,
10/18/2025 9:05,40.43793167,-104.628865,1679.8,10.8290462,1,1.4,10.91916854,,,,,,,,,,
10/18/2025 9:05,40.43784167,-104.62882,1681.3,10.80846844,1,1.5,10.91205709,,,,,,,,,,
10/18/2025 9:05,40.43775,-104.628775,1682.7,10.80846844,1,1.4,10.89876094,,,,,,,,,,
10/18/2025 9:05,40.43775,-104.628775,1684.1,10.80846844,1,1.4,10.89876094,,,,,,,,,,
10/18/2025 9:05,40.43756667,-104.6286817,1685.5,10.8547684,1,1.4,10.94467894,,,,,,,,,,
10/18/2025 9:05,40.43747667,-104.6286317,1687,10.7518796,1,1.5,10.85600824,,,,,,,,,,
10/18/2025 9:05,40.43738833,-104.6285817,1688.4,10.62841304,1,1.4,10.72022219,,,,,,,,,,
10/18/2025 9:05,40.4373,-104.62853,1689.9,10.65413524,1,1.5,10.7592099,,,,,,,,,,
10/18/2025 9:05,40.4373,-104.62853,1691.4,10.65413524,1,1.5,10.7592099,,,,,,,,,,
10/18/2025 9:05,40.437125,-104.628425,1692.9,10.7518796,1,1.5,10.85600824,,,,,,,,,,
10/18/2025 9:05,40.43703833,-104.6283717,1694.4,10.43806876,1,1.5,10.54529656,,,,,,,,,,
10/18/2025 9:05,40.436955,-104.6283217,1695.9,9.9287692,1,1.5,10.04143704,,,,,,,,,,
10/18/2025 9:05,40.43687333,-104.628275,1697.3,9.59952504,1,1.4,9.70107628,,,,,,,,,,
10/18/2025 9:05,40.43687333,-104.628275,1698.9,9.59952504,1,1.6,9.731951551,,,,,,,,,,
10/18/2025 9:05,40.43671333,-104.6281767,1700.5,9.88246924,1,1.6,10.01115369,,,,,,,,,,
10/18/2025 9:05,40.43663333,-104.6281283,1702.2,9.89275812,1,1.7,10.03776186,,,,,,,,,,
10/18/2025 9:05,40.43655333,-104.6280817,1703.9,9.53779176,1,1.7,9.688109808,,,,,,,,,,
10/18/2025 9:05,40.43647667,-104.6280367,1705.5,8.9770478,1,1.6,9.118518915,,,,,,,,,,
10/18/2025 9:05,40.43647667,-104.6280367,1707,8.9770478,1,1.5,9.101504667,,,,,,,,,,
10/18/2025 9:05,40.43633167,-104.62795,1708.6,8.98219224,1,1.6,9.123583585,,,,,,,,,,
10/18/2025 9:05,40.43626,-104.6279,1710.1,9.3628808,1,1.5,9.482274879,,,,,,,,,,
10/18/2025 9:05,40.436185,-104.6278483,1711.6,9.45548072,1,1.5,9.573720053,,,,,,,,,,
10/18/2025 9:05,40.43611167,-104.6277967,1713.1,9.17768096,1,1.5,9.299453092,,,,,,,,,,
10/18/2025 9:05,40.43611167,-104.6277967,1714.7,9.17768096,1,1.6,9.316105828,,,,,,,,,,
10/18/2025 9:05,40.43597,-104.627695,1716.1,8.874159,1,1.4,8.983913287,,,,,,,,,,
10/18/2025 9:05,40.43589833,-104.627645,1717.6,8.98733668,1,1.5,9.111653011,,,,,,,,,,
10/18/2025 9:05,40.43582833,-104.627595,1719,8.98733668,1,1.4,9.095725403,,,,,,,,,,
10/18/2025 9:05,40.43575833,-104.627545,1720.4,8.80728128,1,1.4,8.917858686,,,,,,,,,,
10/18/2025 9:05,40.43575833,-104.627545,1721.8,8.80728128,1,1.4,8.917858686,,,,,,,,,,
10/18/2025 9:05,40.435625,-104.6274433,1723,8.47803712,1,1.2,8.562541294,,,,,,,,,,
10/18/2025 9:05,40.43556,-104.627395,1724.3,8.56034816,1,1.3,8.658496441,,,,,,,,,,
10/18/2025 9:05,40.43549333,-104.627345,1725.4,8.56034816,1,1.1,8.630733493,,,,,,,,,,
10/18/2025 9:05,40.43542667,-104.6272967,1726.6,8.4111594,1,1.2,8.496328763,,,,,,,,,,
10/18/2025 9:05,40.43542667,-104.6272967,1727.9,8.4111594,1,1.3,8.511028284,,,,,,,,,,
10/18/2025 9:05,40.43529833,-104.6271967,1729.2,8.26711508,1,1.3,8.36870311,,,,,,,,,,
10/18/2025 9:05,40.43523333,-104.6271467,1730.6,8.43173716,1,1.4,8.547174477,,,,,,,,,,
10/18/2025 9:05,40.43516667,-104.627095,1732.1,8.56034816,1,1.5,8.690774455,,,,,,,,,,
10/18/2025 9:05,40.4351,-104.627045,1733.6,8.56034816,1,1.5,8.690774455,,,,,,,,,,
10/18/2025 9:05,40.4351,-104.627045,1735.2,8.56034816,1,1.6,8.708591196,,,,,,,,,,
10/18/2025 9:05,40.43496667,-104.62695,1736.8,8.18994848,1,1.6,8.344774179,,,,,,,,,,
10/18/2025 9:05,40.43490333,-104.6269033,1738.6,8.08191524,1,1.8,8.279936832,,,,,,,,,,
10/18/2025 9:06,40.43484167,-104.6268533,1740.5,8.04590416,1,1.9,8.267198664,,,,,,,,,,
10/18/2025 9:06,40.43478167,-104.6268017,1742.4,7.78868216,1,1.9,8.017079879,,,,,,,,,,
10/18/2025 9:06,40.43478167,-104.6268017,1744.2,7.78868216,1,1.8,7.99397084,,,,,,,,,,
10/18/2025 9:06,40.43466833,-104.6267017,1746,7.46458244,1,1.8,7.678540942,,,,,,,,,,
10/18/2025 9:06,40.43461333,-104.6266517,1747.8,7.48001576,1,1.8,7.693545072,,,,,,,,,,
10/18/2025 9:06,40.43455667,-104.6266033,1749.7,7.59833788,1,1.9,7.832288206,,,,,,,,,,
10/18/2025 9:06,40.43449833,-104.6265533,1751.6,7.75781552,1,1.9,7.987095945,,,,,,,,,,
10/18/2025 9:06,40.43449833,-104.6265533,1753.6,7.75781552,1,2,8.011473126,,,,,,,,,,
10/18/2025 9:06,40.43438167,-104.626455,1755.5,7.57261568,1,1.9,7.807336821,,,,,,,,,,
10/18/2025 9:06,40.43432333,-104.62641,1757.4,7.38741584,1,1.9,7.627838016,,,,,,,,,,
10/18/2025 9:06,40.43426667,-104.6263667,1759.3,7.3822714,1,1.9,7.622855831,,,,,,,,,,
10/18/2025 9:06,40.43420833,-104.6263217,1761.2,7.4851602,1,1.9,7.722539946,,,,,,,,,,
10/18/2025 9:06,40.43420833,-104.6263217,1763.1,7.4851602,1,1.9,7.722539946,,,,,,,,,,
10/18/2025 9:06,40.43409667,-104.6262233,1765.1,7.50059352,1,2,7.762660829,,,,,,,,,,
10/18/2025 9:06,40.43404167,-104.6261733,1767,7.25880484,1,1.9,7.503349099,,,,,,,,,,
10/18/2025 9:06,40.43398667,-104.6261283,1768.8,6.95013844,1,1.8,7.17944457,,,,,,,,,,
10/18/2025 9:06,40.433935,-104.626085,1770.7,6.85753852,1,1.9,7.115886069,,,,,,,,,,
10/18/2025 9:06,40.433935,-104.626085,1772.4,6.85753852,1,1.7,7.065113909,,,,,,,,,,
10/18/2025 9:06,40.43382667,-104.6259883,1774.2,7.5623268,1,1.8,7.773595476,,,,,,,,,,
10/18/2025 9:06,40.43377167,-104.625935,1776.1,7.57776012,1,1.9,7.812326698,,,,,,,,,,
10/18/2025 9:06,40.43371667,-104.6258833,1777.9,7.19707156,1,1.8,7.418749156,,,,,,,,,,
10/18/2025 9:06,40.433665,-104.625835,1779.7,6.816383,1,1.8,7.050040936,,,,,,,,,,
10/18/2025 9:06,40.433665,-104.625835,1781.4,6.816383,1,1.7,7.025174532,,,,,,,,,,
10/18/2025 9:06,40.433565,-104.625735,1783,7.15591604,1,1.6,7.332607611,,,,,,,,,,
10/18/2025 9:06,40.433515,-104.62568,1784.6,7.3051048,1,1.6,7.47827227,,,,,,,,,,
10/18/2025 9:06,40.433465,-104.625625,1786.2,7.13019384,1,1.6,7.307507386,,,,,,,,,,
10/18/2025 9:06,40.433415,-104.6255733,1787.8,6.84724964,1,1.6,7.031701617,,,,,,,,,,
10/18/2025 9:06,40.433415,-104.6255733,1789.3,6.84724964,1,1.5,7.009623929,,,,,,,,,,
10/18/2025 9:06,40.43332,-104.6254717,1790.8,7.02730504,1,1.5,7.185611743,,,,,,,,,,
10/18/2025 9:06,40.43327,-104.6254167,1792.5,7.22279376,1,1.7,7.420158334,,,,,,,,,,
10/18/2025 9:06,40.43322,-104.6253633,1794.2,7.202216,1,1.7,7.400129412,,,,,,,,,,
10/18/2025 9:06,40.43316833,-104.6253117,1796,7.03244948,1,1.8,7.25915599,,,,,,,,,,
10/18/2025 9:06,40.43316833,-104.6253117,1797.8,7.03244948,1,1.8,7.25915599,,,,,,,,,,
10/18/2025 9:06,40.43306833,-104.6252117,1799.6,7.02730504,1,1.8,7.254172325,,,,,,,,,,
10/18/2025 9:06,40.43301667,-104.62516,1801.4,7.2279382,1,1.8,7.448697243,,,,,,,,,,
10/18/2025 9:06,40.43296333,-104.6251083,1803.2,7.26909372,1,1.8,7.48863963,,,,,,,,,,
10/18/2025 9:06,40.43291167,-104.62506,1805,7.11476052,1,1.8,7.338924803,,,,,,,,,,
10/18/2025 9:06,40.43291167,-104.62506,1806.9,7.11476052,1,1.9,7.36408971,,,,,,,,,,
